bet_category,last_update,game_time,home_team,away_team,player,point,Odds,best_over_price,best_over_bookmaker,best_under_price,best_under_bookmaker,pct_under,bookmaker_pct
player_rush_yds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Will Levis,19.5,"[{""over_under"": ""Over"", ""price"": 143, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -195, ""Bookmaker"": ""betrivers""}]",143,betrivers,-195,betrivers,0.624747158,0.036269791
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Will Levis,20.5,"[{""over_under"": ""Over"", ""price"": 165, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -210, ""Bookmaker"": ""draftkings""}]",165,draftkings,-210,draftkings,0.650030432,0.027388923
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Will Levis,24.5,"[{""over_under"": ""Over"", ""price"": 235, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 220, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -335, ""Bookmaker"": ""betrivers""}]",235,draftkings,-335,betrivers,0.73580374,0.034311203
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Will Levis,30.5,"[{""over_under"": ""Over"", ""price"": 390, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -525, ""Bookmaker"": ""draftkings""}]",390,draftkings,-525,draftkings,0.817959184,0.022040816
player_rush_yds,9/30/2024 13:11,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Will Levis,39.5,"[{""over_under"": ""Over"", ""price"": 750, ""Bookmaker"": ""draftkings""}]",750,draftkings,0,,0.852352941,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 17:30,Miami Dolphins,Tennessee Titans,Zach Sieler,0.5,"[{""over_under"": ""Over"", ""price"": 4500, ""Bookmaker"": ""williamhill_us""}]",4500,williamhill_us,0,,0.94826087,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,AJ Barner,0.5,"[{""over_under"": ""Over"", ""price"": 750, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 1700, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": 1700, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 1400, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 1400, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": 1100, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": 750, ""Bookmaker"": ""bovada""}]",1700,williamhill_us,0,,0.914444444,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,AJ Barner,1.5,"[{""over_under"": ""Over"", ""price"": 9000, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 15000, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 10000, ""Bookmaker"": ""betmgm""}]",15000,betrivers,0,,0.963377483,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,AJ Barner,2.5,"[{""over_under"": ""Over"", ""price"": 25000, ""Bookmaker"": ""draftkings""}]",25000,draftkings,0,,0.966015936,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Aidan Hutchinson,0.5,"[{""over_under"": ""Over"", ""price"": 4500, ""Bookmaker"": ""williamhill_us""}]",4500,williamhill_us,0,,0.94826087,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Alex Anzalone,0.5,"[{""over_under"": ""Over"", ""price"": 3500, ""Bookmaker"": ""williamhill_us""}]",3500,williamhill_us,0,,0.942222222,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Allen Robinson II,0.5,"[{""over_under"": ""Over"", ""price"": 1500, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 2800, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 1500, ""Bookmaker"": ""betrivers""}]",2800,fanduel,0,,0.935517241,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Allen Robinson II,1.5,"[{""over_under"": ""Over"", ""price"": 17000, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 18000, ""Bookmaker"": ""betrivers""}]",18000,betrivers,0,,0.964475138,0.03
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,24.5,"[{""over_under"": ""Over"", ""price"": -5000, ""Bookmaker"": ""draftkings""}]",-5000,draftkings,0,,-0.010392157,0.03
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,39.5,"[{""over_under"": ""Over"", ""price"": -800, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -600, ""Bookmaker"": ""fanduel""}]",-600,fanduel,0,,0.112857143,0.03
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,49.5,"[{""over_under"": ""Over"", ""price"": -380, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -325, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -455, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 285, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": -550, ""Bookmaker"": ""betmgm""}]",-325,fanduel,285,betrivers,0.247517189,0.012223071
player_reception_yds,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,54.5,"[{""over_under"": ""Over"", ""price"": -335, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 225, ""Bookmaker"": ""betrivers""}]",-335,betrivers,225,betrivers,0.268788683,0.038903625
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,55.5,"[{""over_under"": ""Over"", ""price"": -265, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": 205, ""Bookmaker"": ""draftkings""}]",-265,draftkings,205,draftkings,0.300920728,0.026948125
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,59.5,"[{""over_under"": ""Over"", ""price"": -225, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -200, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -250, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 180, ""Bookmaker"": ""betrivers""}]",-200,fanduel,180,betrivers,0.345238095,0.011904762
player_reception_yds,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,64.5,"[{""over_under"": ""Over"", ""price"": -200, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 145, ""Bookmaker"": ""betrivers""}]",-200,betrivers,145,betrivers,0.370748299,0.037414966
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,65.5,"[{""over_under"": ""Over"", ""price"": -160, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": 125, ""Bookmaker"": ""draftkings""}]",-160,draftkings,125,draftkings,0.414529915,0.02991453
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,69.5,"[{""over_under"": ""Over"", ""price"": -140, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -132, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -157, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 118, ""Bookmaker"": ""betrivers""}]",-132,fanduel,118,betrivers,0.44487504,0.013840557
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,73.5,"[{""over_under"": ""Over"", ""price"": -115, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Under"", ""price"": -119, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": -110, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -115, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Under"", ""price"": -115, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": -105, ""Bookmaker"": ""bovada""}, {""over_under"": ""Under"", ""price"": -125, ""Bookmaker"": ""bovada""}]",-105,bovada,-110,fanduel,0.505807201,0.018002323
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,74.5,"[{""over_under"": ""Over"", ""price"": -115, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -115, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -124, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -105, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": -130, ""Bookmaker"": ""betmgm""}]",-115,draftkings,-105,betrivers,0.488655701,0.023539421
player_reception_yds,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,76.5,"[{""over_under"": ""Over"", ""price"": -114, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -114, ""Bookmaker"": ""betrivers""}]",-114,betrivers,-114,betrivers,0.5,0.03271028
player_reception_yds,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,77.5,"[{""over_under"": ""Under"", ""price"": -114, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": -114, ""Bookmaker"": ""betonlineag""}]",-114,betonlineag,-114,betonlineag,0.5,0.03271028
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,79.5,"[{""over_under"": ""Over"", ""price"": 110, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 114, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 100, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -130, ""Bookmaker"": ""betrivers""}]",114,fanduel,-130,betrivers,0.548963836,0.016253555
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,80.5,"[{""over_under"": ""Over"", ""price"": 120, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -150, ""Bookmaker"": ""draftkings""}]",120,draftkings,-150,draftkings,0.572727273,0.027272727
player_reception_yds,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,84.5,"[{""over_under"": ""Over"", ""price"": 123, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -162, ""Bookmaker"": ""betrivers""}]",123,betrivers,-162,betrivers,0.584945059,0.033375552
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,89.5,"[{""over_under"": ""Over"", ""price"": 170, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 164, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 148, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -200, ""Bookmaker"": ""betrivers""}]",170,draftkings,-200,betrivers,0.648148148,0.018518519
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,90.5,"[{""over_under"": ""Over"", ""price"": 175, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -225, ""Bookmaker"": ""draftkings""}]",175,draftkings,-225,draftkings,0.664335664,0.027972028
player_reception_yds,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,94.5,"[{""over_under"": ""Over"", ""price"": 175, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -245, ""Bookmaker"": ""betrivers""}]",175,betrivers,-245,betrivers,0.673254282,0.036890646
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,99.5,"[{""over_under"": ""Over"", ""price"": 240, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 235, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 210, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -315, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 230, ""Bookmaker"": ""betmgm""}]",240,draftkings,-315,betrivers,0.732459249,0.026576896
player_reception_yds,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,104.5,"[{""over_under"": ""Over"", ""price"": 255, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -385, ""Bookmaker"": ""betrivers""}]",255,betrivers,-385,betrivers,0.756062146,0.037752287
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,109.5,"[{""over_under"": ""Over"", ""price"": 340, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 320, ""Bookmaker"": ""fanduel""}]",340,draftkings,0,,0.742727273,0.03
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,119.5,"[{""over_under"": ""Over"", ""price"": 475, ""Bookmaker"": ""draftkings""}]",475,draftkings,0,,0.796086957,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,124.5,"[{""over_under"": ""Over"", ""price"": 520, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 525, ""Bookmaker"": ""betmgm""}]",525,betmgm,0,,0.81,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,149.5,"[{""over_under"": ""Over"", ""price"": 1200, ""Bookmaker"": ""fanduel""}]",1200,fanduel,0,,0.893076923,0.03
player_receptions,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,3.5,"[{""over_under"": ""Over"", ""price"": -1400, ""Bookmaker"": ""fanduel""}]",-1400,fanduel,0,,0.036666667,0.03
player_receptions,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,4.5,"[{""over_under"": ""Over"", ""price"": -500, ""Bookmaker"": ""fanduel""}]",-500,fanduel,0,,0.136666667,0.03
player_receptions,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,5.5,"[{""over_under"": ""Over"", ""price"": -250, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -250, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 188, ""Bookmaker"": ""betrivers""}]",-250,fanduel,188,betrivers,0.316468254,0.030753968
player_receptions,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,6.5,"[{""over_under"": ""Over"", ""price"": -125, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": -105, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -127, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Under"", ""price"": -108, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": -138, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -134, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 102, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": -139, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Under"", ""price"": 107, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": -120, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": -120, ""Bookmaker"": ""bovada""}, {""over_under"": ""Under"", ""price"": -110, ""Bookmaker"": ""bovada""}]",-120,betmgm,107,betonlineag,0.468818621,0.014273166
player_receptions,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,7.5,"[{""over_under"": ""Over"", ""price"": 126, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Under"", ""price"": -165, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 118, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 138, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -180, ""Bookmaker"": ""betrivers""}]",138,betrivers,-165,fanduel,0.601236721,0.021404788
player_receptions,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,8.5,"[{""over_under"": ""Over"", ""price"": 198, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 235, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": -335, ""Bookmaker"": ""betrivers""}]",235,betrivers,-335,betrivers,0.73580374,0.034311203
player_receptions,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,9.5,"[{""over_under"": ""Over"", ""price"": 310, ""Bookmaker"": ""fanduel""}]",310,fanduel,0,,0.726097561,0.03
player_receptions,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,10.5,"[{""over_under"": ""Over"", ""price"": 470, ""Bookmaker"": ""fanduel""}]",470,fanduel,0,,0.794561404,0.03
player_receptions,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,11.5,"[{""over_under"": ""Over"", ""price"": 700, ""Bookmaker"": ""fanduel""}]",700,fanduel,0,,0.845,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,0.5,"[{""over_under"": ""Over"", ""price"": 135, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 119, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": 140, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 107, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 120, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": 140, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": 120, ""Bookmaker"": ""bovada""}]",140,fanduel,0,,0.553333333,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,1.5,"[{""over_under"": ""Over"", ""price"": 1000, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 1100, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 800, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 1100, ""Bookmaker"": ""betmgm""}]",1100,fanduel,0,,0.886666667,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Amon-Ra St. Brown,2.5,"[{""over_under"": ""Over"", ""price"": 5500, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 6500, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 4500, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 8000, ""Bookmaker"": ""betmgm""}]",8000,betmgm,0,,0.957654321,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Brady Russell,0.5,"[{""over_under"": ""Over"", ""price"": 2200, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 1700, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 1900, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 1700, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": 1600, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": 2200, ""Bookmaker"": ""bovada""}]",2200,draftkings,0,,0.926521739,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Brady Russell,1.5,"[{""over_under"": ""Over"", ""price"": 25000, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 20000, ""Bookmaker"": ""betrivers""}]",25000,draftkings,0,,0.966015936,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Brock Wright,0.5,"[{""over_under"": ""Over"", ""price"": 550, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 350, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": 950, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 950, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 550, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": 850, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": 550, ""Bookmaker"": ""bovada""}]",950,fanduel,0,,0.874761905,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Brock Wright,1.5,"[{""over_under"": ""Over"", ""price"": 6500, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 12000, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 12500, ""Bookmaker"": ""betmgm""}]",12500,betmgm,0,,0.962063492,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Brock Wright,2.5,"[{""over_under"": ""Over"", ""price"": 10000, ""Bookmaker"": ""draftkings""}]",10000,draftkings,0,,0.96009901,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Carlton Davis III,0.5,"[{""over_under"": ""Over"", ""price"": 3000, ""Bookmaker"": ""williamhill_us""}]",3000,williamhill_us,0,,0.937741935,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Craig Reynolds,0.5,"[{""over_under"": ""Over"", ""price"": 1000, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 2100, ""Bookmaker"": ""williamhill_us""}, {""over_under"": ""Over"", ""price"": 1800, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": 1150, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": 1700, ""Bookmaker"": ""betonlineag""}, {""over_under"": ""Over"", ""price"": 1600, ""Bookmaker"": ""betmgm""}, {""over_under"": ""Over"", ""price"": 1000, ""Bookmaker"": ""bovada""}]",2100,williamhill_us,0,,0.924545455,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Craig Reynolds,1.5,"[{""over_under"": ""Over"", ""price"": 9000, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": 12000, ""Bookmaker"": ""betrivers""}]",12000,betrivers,0,,0.961735537,0.03
player_rush_or_rec_tds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,Craig Reynolds,2.5,"[{""over_under"": ""Over"", ""price"": 25000, ""Bookmaker"": ""draftkings""}]",25000,draftkings,0,,0.966015936,0.03
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,DK Metcalf,24.5,"[{""over_under"": ""Over"", ""price"": -2500, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -950, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -2500, ""Bookmaker"": ""betmgm""}]",-950,fanduel,0,,0.065238095,0.03
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,DK Metcalf,39.5,"[{""over_under"": ""Over"", ""price"": -525, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -340, ""Bookmaker"": ""fanduel""}]",-340,fanduel,0,,0.197272727,0.03
player_reception_yds,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,DK Metcalf,44.5,"[{""over_under"": ""Over"", ""price"": -360, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 240, ""Bookmaker"": ""betrivers""}]",-360,betrivers,240,betrivers,0.255754476,0.038363171
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,DK Metcalf,49.5,"[{""over_under"": ""Over"", ""price"": -270, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Over"", ""price"": -215, ""Bookmaker"": ""fanduel""}, {""over_under"": ""Over"", ""price"": -275, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 188, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Over"", ""price"": -250, ""Bookmaker"": ""betmgm""}]",-215,fanduel,188,betrivers,0.33234127,0.014880952
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,DK Metcalf,50.5,"[{""over_under"": ""Over"", ""price"": -235, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": 180, ""Bookmaker"": ""draftkings""}]",-235,draftkings,180,draftkings,0.32782516,0.029317697
player_reception_yds,9/30/2024 13:11,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,DK Metcalf,54.5,"[{""over_under"": ""Over"", ""price"": -205, ""Bookmaker"": ""betrivers""}, {""over_under"": ""Under"", ""price"": 150, ""Bookmaker"": ""betrivers""}]",-205,betrivers,150,betrivers,0.363934426,0.036065574
player_reception_yds,9/30/2024 13:12,9/30/2024 18:15,Detroit Lions,Seattle Seahawks,DK Metcalf,55.5,"[{""over_under"": ""Over"", ""price"": -190, ""Bookmaker"": ""draftkings""}, {""over_under"": ""Under"", ""price"": 150, ""Bookmaker"": ""draftkings""}]",-190,draftkings,150,draftkings,0.372413793,0.027586207
